claim_amount,client_age,type_of_policy,car_brand,car_model,car_year,type_of_accident,user_type,total_activities,throughput_duration_days,First Notification of Loss (FNOL),Assign Claim,Claim Decision,Set Reserve,Payment Sent,Close Claim,State
3951,82,1,5,0,2012,1,0,6,36,1,2,3,4,5,6,0
7284,48,0,3,3,2011,2,1,6,28,1,2,3,4,5,6,0
7860,36,0,0,5,2017,0,0,6,37,1,2,3,4,5,6,0
8362,84,0,0,5,2012,1,1,6,39,1,2,3,4,5,6,0
3463,81,2,4,6,2018,0,1,6,35,1,2,3,4,5,6,0
4913,20,2,6,1,2015,0,0,6,37,1,2,3,4,5,6,0
9815,45,2,5,0,2011,2,0,6,43,1,2,3,4,5,6,0
1980,75,0,3,3,2016,1,0,6,29,1,2,3,4,5,6,0
1925,41,1,6,1,2010,1,0,6,36,1,2,3,4,5,6,0
2812,82,2,0,5,2011,3,0,6,30,1,2,3,4,5,6,0
7325,56,1,3,3,2015,3,0,6,34,1,2,3,4,5,6,0
2562,19,2,1,4,2015,3,0,6,24,1,2,3,4,5,6,0
6120,21,0,4,6,2011,0,0,6,33,1,2,3,4,5,6,0
8260,34,0,3,3,2021,3,1,6,39,1,2,3,4,5,6,0
2622,51,2,5,0,2022,1,1,6,36,1,2,3,4,5,6,0
2409,66,1,5,0,2017,1,0,6,35,1,2,3,4,5,6,0
1089,52,2,4,6,2018,3,1,6,31,1,2,3,4,5,6,0
9162,37,1,2,2,2018,2,0,6,38,1,2,3,4,5,6,0
8664,78,0,3,3,2010,1,1,6,29,1,2,3,4,5,6,0
9570,22,1,2,2,2011,3,0,6,36,1,2,3,4,5,6,0
5158,36,0,3,3,2017,3,1,6,37,1,2,3,4,5,6,0
2184,45,2,0,5,2014,0,1,6,38,1,2,3,4,5,6,0
3650,63,0,4,6,2016,1,0,6,36,1,2,3,4,5,6,0
5134,77,2,2,2,2020,1,1,6,40,1,2,3,4,5,6,0
4894,42,0,0,5,2010,3,0,6,38,1,2,3,4,5,6,0
8480,84,2,1,4,2022,1,0,6,33,1,2,3,4,5,6,0
8783,76,1,5,0,2010,3,1,6,40,1,2,3,4,5,6,0
6457,29,2,0,5,2014,1,1,6,36,1,2,3,4,5,6,0
1622,49,2,2,2,2018,0,0,6,26,1,2,3,4,5,6,0
3643,58,1,6,1,2018,0,0,6,39,1,2,3,4,5,6,0
9380,39,2,4,6,2020,1,0,6,33,1,2,3,4,5,6,0
1064,37,0,3,3,2015,1,1,6,27,1,2,3,4,5,6,0
6831,84,0,5,0,2017,1,0,6,35,1,2,3,4,5,6,0
4413,44,1,4,6,2011,0,0,6,37,1,2,3,4,5,6,0
7958,85,0,4,6,2012,0,0,6,40,1,2,3,4,5,6,0
8691,82,1,1,4,2021,1,1,6,26,1,2,3,4,5,6,0
2298,38,1,2,2,2020,0,0,6,29,1,2,3,4,5,6,0
1549,42,0,1,4,2012,2,0,6,38,1,2,3,4,5,6,0
2583,73,0,4,6,2013,2,1,6,33,1,2,3,4,5,6,0
4416,51,1,1,4,2015,3,1,6,32,1,2,3,4,5,6,0
9752,49,2,0,5,2013,3,0,6,34,1,2,3,4,5,6,0
5324,31,1,6,1,2021,1,1,6,40,1,2,3,4,5,6,0
9168,63,1,3,3,2018,0,0,6,30,1,2,3,4,5,6,0
1282,67,1,2,2,2013,1,1,6,42,1,2,3,4,5,6,0
6268,18,0,0,5,2012,0,0,6,37,1,2,3,4,5,6,0
2996,62,1,5,0,2022,2,1,6,40,1,2,3,4,5,6,0
6107,31,0,2,2,2019,3,0,6,34,1,2,3,4,5,6,0
7291,80,1,1,4,2011,3,0,6,26,1,2,3,4,5,6,0
2019,23,0,6,1,2021,1,0,6,35,1,2,3,4,5,6,0
1795,71,1,4,6,2018,3,0,6,30,1,2,3,4,5,6,0
7375,73,2,5,0,2014,3,0,6,34,1,2,3,4,5,6,0
7277,83,2,2,2,2017,0,1,6,29,1,2,3,4,5,6,0
2194,84,0,0,5,2017,0,1,6,33,1,2,3,4,5,6,0
5679,56,1,0,5,2019,1,1,6,33,1,2,3,4,5,6,0
9536,72,2,1,4,2010,1,1,6,36,1,2,3,4,5,6,0
7265,53,0,0,5,2016,2,0,6,40,1,2,3,4,5,6,0
8972,49,2,3,3,2019,3,0,6,30,1,2,3,4,5,6,0
8851,19,2,6,1,2020,3,0,6,32,1,2,3,4,5,6,0
7023,74,2,4,6,2018,0,0,6,39,1,2,3,4,5,6,0
3286,79,2,2,2,2022,2,0,6,26,1,2,3,4,5,6,0
8402,27,0,1,4,2015,1,1,6,42,1,2,3,4,5,6,0
8435,53,0,6,1,2015,1,0,6,35,1,2,3,4,5,6,0
9082,33,0,0,5,2018,2,0,6,34,1,2,3,4,5,6,0
3769,58,0,2,2,2021,3,1,6,38,1,2,3,4,5,6,0
5214,53,1,2,2,2010,1,0,6,40,1,2,3,4,5,6,0
7634,26,2,1,4,2011,0,0,6,36,1,2,3,4,5,6,0
4000,68,1,3,3,2014,1,1,6,34,1,2,3,4,5,6,0
8377,24,2,5,0,2012,3,1,6,39,1,2,3,4,5,6,0
1883,69,2,1,4,2019,1,1,6,40,1,2,3,4,5,6,0
2556,83,1,5,0,2018,2,1,6,32,1,2,3,4,5,6,0
6010,25,2,5,0,2020,0,0,6,38,1,2,3,4,5,6,0
4645,83,1,3,3,2014,0,0,6,38,1,2,3,4,5,6,0
7777,73,1,6,1,2022,3,0,6,35,1,2,3,4,5,6,0
8986,29,2,4,6,2010,2,0,6,40,1,2,3,4,5,6,0
3009,57,1,3,3,2011,0,0,6,34,1,2,3,4,5,6,0
2884,55,2,2,2,2016,1,0,6,32,1,2,3,4,5,6,0
5029,47,2,6,1,2019,1,0,6,27,1,2,3,4,5,6,0
5053,81,1,3,3,2015,3,0,6,37,1,2,3,4,5,6,0
1686,43,1,4,6,2015,2,0,6,35,1,2,3,4,5,6,0
8158,76,1,5,0,2018,0,1,6,34,1,2,3,4,5,6,0
5476,25,1,6,1,2019,2,0,6,38,1,2,3,4,5,6,0
8507,27,2,4,6,2018,1,0,6,29,1,2,3,4,5,6,0
9928,81,2,2,2,2020,3,1,6,29,1,2,3,4,5,6,0
1479,56,1,5,0,2012,3,1,6,36,1,2,3,4,5,6,0
4300,82,2,4,6,2012,1,0,6,38,1,2,3,4,5,6,0
2248,53,0,6,1,2012,3,0,6,30,1,2,3,4,5,6,0
7049,42,0,6,1,2012,1,0,6,36,1,2,3,4,5,6,0
6872,75,0,3,3,2014,3,1,6,27,1,2,3,4,5,6,0
9620,53,1,1,4,2018,2,0,6,42,1,2,3,4,5,6,0
8053,24,0,1,4,2020,2,1,6,38,1,2,3,4,5,6,0
6635,32,0,3,3,2012,0,0,6,33,1,2,3,4,5,6,0
8140,32,2,3,3,2011,3,0,6,30,1,2,3,4,5,6,0
8823,75,1,2,2,2011,0,1,6,35,1,2,3,4,5,6,0
2993,48,2,3,3,2019,2,0,6,33,1,2,3,4,5,6,0
5004,78,2,5,0,2017,0,0,6,35,1,2,3,4,5,6,0
1709,28,2,1,4,2022,3,0,6,40,1,2,3,4,5,6,0
7292,22,2,3,3,2016,3,0,6,36,1,2,3,4,5,6,0
6989,31,1,6,1,2017,0,0,6,31,1,2,3,4,5,6,0
2908,30,0,4,6,2020,2,1,6,37,1,2,3,4,5,6,0
9321,49,0,4,6,2014,2,0,6,34,1,2,3,4,5,6,0
5276,20,0,6,1,2010,1,1,6,32,1,2,3,4,5,6,0
4605,48,0,5,0,2013,0,0,6,37,1,2,3,4,5,6,0
3532,55,0,4,6,2016,3,1,6,36,1,2,3,4,5,6,0
1062,32,2,3,3,2017,1,1,6,34,1,2,3,4,5,6,0
9093,27,0,2,2,2017,3,0,6,32,1,2,3,4,5,6,0
4127,26,2,6,1,2017,3,1,6,33,1,2,3,4,5,6,0
3549,58,1,0,5,2010,1,0,6,28,1,2,3,4,5,6,0
5349,38,2,2,2,2018,3,0,6,36,1,2,3,4,5,6,0
3170,54,1,6,1,2018,0,0,6,31,1,2,3,4,5,6,0
6694,56,0,1,4,2015,1,0,6,37,1,2,3,4,5,6,0
4065,55,0,5,0,2022,0,0,6,35,1,2,3,4,5,6,0
8825,44,1,5,0,2016,1,0,6,40,1,2,3,4,5,6,0
8407,80,2,1,4,2015,2,1,6,31,1,2,3,4,5,6,0
3002,51,0,5,0,2021,0,0,6,31,1,2,3,4,5,6,0
8312,29,1,5,0,2019,1,0,6,39,1,2,3,4,5,6,0
3363,69,0,2,2,2016,0,0,6,37,1,2,3,4,5,6,0
3748,65,0,6,1,2010,1,0,6,42,1,2,3,4,5,6,0
1422,41,1,6,1,2016,0,0,6,34,1,2,3,4,5,6,0
6699,78,0,6,1,2015,2,1,6,41,1,2,3,4,5,6,0
1634,33,1,1,4,2015,3,0,6,31,1,2,3,4,5,6,0
5296,85,1,1,4,2011,3,0,6,34,1,2,3,4,5,6,0
7805,30,0,5,0,2013,3,0,6,41,1,2,3,4,5,6,0
2328,37,2,0,5,2019,0,1,6,35,1,2,3,4,5,6,0
1220,52,1,4,6,2015,3,0,6,38,1,2,3,4,5,6,0
2237,69,0,3,3,2016,1,0,6,33,1,2,3,4,5,6,0
8053,61,2,1,4,2010,0,0,6,43,1,2,3,4,5,6,0
9564,47,0,3,3,2019,1,1,6,36,1,2,3,4,5,6,0
1697,83,0,6,1,2010,3,0,6,25,1,2,3,4,5,6,0
1259,21,0,0,5,2016,0,0,6,30,1,2,3,4,5,6,0
1462,60,2,4,6,2017,2,0,6,45,1,2,3,4,5,6,0
1827,23,2,6,1,2016,0,1,6,31,1,2,3,4,5,6,0
1119,30,2,3,3,2020,0,0,6,36,1,2,3,4,5,6,0
2508,67,0,1,4,2010,1,1,6,29,1,2,3,4,5,6,0
2788,71,0,3,3,2015,1,0,6,39,1,2,3,4,5,6,0
6896,63,1,6,1,2022,3,1,6,33,1,2,3,4,5,6,0
3204,20,0,3,3,2020,3,0,6,35,1,2,3,4,5,6,0
3028,31,2,1,4,2021,0,0,6,40,1,2,3,4,5,6,0
4044,54,2,3,3,2010,0,0,6,29,1,2,3,4,5,6,0
3843,69,2,5,0,2014,2,1,6,39,1,2,3,4,5,6,0
5880,47,1,1,4,2022,2,0,6,37,1,2,3,4,5,6,0
7121,41,2,2,2,2011,2,0,6,37,1,2,3,4,5,6,0
5781,54,0,6,1,2018,1,1,6,49,1,2,3,4,5,6,0
4128,28,1,5,0,2021,1,0,6,30,1,2,3,4,5,6,0
5258,49,1,5,0,2010,0,0,6,23,1,2,3,4,5,6,0
5482,76,1,6,1,2013,2,0,6,40,1,2,3,4,5,6,0
8517,58,1,3,3,2021,3,1,6,28,1,2,3,4,5,6,0
6320,38,1,6,1,2014,2,1,6,28,1,2,3,4,5,6,0
6690,70,2,4,6,2020,2,0,6,37,1,2,3,4,5,6,0
8579,41,1,4,6,2011,0,0,6,46,1,2,3,4,5,6,0
1383,70,1,4,6,2017,1,0,6,34,1,2,3,4,5,6,0
1043,77,1,4,6,2022,2,1,6,26,1,2,3,4,5,6,0
7358,81,2,1,4,2016,2,0,6,38,1,2,3,4,5,6,0
6367,52,2,1,4,2013,2,1,6,39,1,2,3,4,5,6,0
4190,51,0,0,5,2018,0,0,6,34,1,2,3,4,5,6,0
5640,28,2,5,0,2013,2,0,6,37,1,2,3,4,5,6,0
3962,31,0,2,2,2018,2,0,6,37,1,2,3,4,5,6,0
5376,19,2,1,4,2021,2,0,6,43,1,2,3,4,5,6,0
2114,26,1,2,2,2018,0,0,6,29,1,2,3,4,5,6,0
5564,81,0,3,3,2017,1,0,6,37,1,2,3,4,5,6,0
6425,34,0,4,6,2013,1,0,6,38,1,2,3,4,5,6,0
5421,84,0,2,2,2021,2,0,6,36,1,2,3,4,5,6,0
2715,74,0,5,0,2020,0,0,6,36,1,2,3,4,5,6,0
5803,54,0,0,5,2017,0,0,6,35,1,2,3,4,5,6,0
9502,80,0,5,0,2012,2,0,6,35,1,2,3,4,5,6,0
2507,34,2,6,1,2014,2,1,6,40,1,2,3,4,5,6,0
4882,30,2,5,0,2021,2,0,6,35,1,2,3,4,5,6,0
5323,48,1,3,3,2011,1,0,6,41,1,2,3,4,5,6,0
4333,76,2,4,6,2016,3,1,6,38,1,2,3,4,5,6,0
2842,69,1,1,4,2010,1,1,6,25,1,2,3,4,5,6,0
9259,24,1,4,6,2020,0,1,6,34,1,2,3,4,5,6,0
1971,49,0,2,2,2016,1,0,6,38,1,2,3,4,5,6,0
9448,22,0,6,1,2022,0,0,6,42,1,2,3,4,5,6,0
7238,59,1,2,2,2020,0,1,6,39,1,2,3,4,5,6,0
1467,46,1,4,6,2012,0,0,6,37,1,2,3,4,5,6,0
2304,79,2,1,4,2022,0,0,6,37,1,2,3,4,5,6,0
9727,44,2,3,3,2015,3,0,6,34,1,2,3,4,5,6,0
1942,19,1,3,3,2014,2,0,6,35,1,2,3,4,5,6,0
2420,82,2,2,2,2018,2,1,6,37,1,2,3,4,5,6,0
9185,39,0,3,3,2022,3,0,6,36,1,2,3,4,5,6,0
4063,52,1,2,2,2015,0,1,6,26,1,2,3,4,5,6,0
3967,23,1,3,3,2014,2,1,6,28,1,2,3,4,5,6,0
1390,19,1,4,6,2021,3,0,6,32,1,2,3,4,5,6,0
6535,24,0,4,6,2021,3,0,6,28,1,2,3,4,5,6,0
5570,55,2,3,3,2014,1,0,6,29,1,2,3,4,5,6,0
2183,25,2,3,3,2017,2,1,6,32,1,2,3,4,5,6,0
1348,75,2,6,1,2022,0,1,6,35,1,2,3,4,5,6,0
7057,26,0,2,2,2020,3,1,6,48,1,2,3,4,5,6,0
7996,59,0,6,1,2016,3,0,6,29,1,2,3,4,5,6,0
5265,64,1,2,2,2021,3,1,6,41,1,2,3,4,5,6,0
1856,78,1,4,6,2021,1,0,6,37,1,2,3,4,5,6,0
1394,73,0,1,4,2016,3,0,6,46,1,2,3,4,5,6,0
3436,55,1,1,4,2017,2,0,6,37,1,2,3,4,5,6,0
2631,30,2,2,2,2015,3,0,6,34,1,2,3,4,5,6,0
9923,18,0,0,5,2010,1,1,6,33,1,2,3,4,5,6,0
8751,72,1,6,1,2012,1,0,6,40,1,2,3,4,5,6,0
6585,53,1,3,3,2014,1,0,6,34,1,2,3,4,5,6,0
2256,69,2,5,0,2020,3,0,6,24,1,2,3,4,5,6,0
5019,61,0,0,5,2021,3,0,6,43,1,2,3,4,5,6,0
6553,72,1,1,4,2013,1,1,6,41,1,2,3,4,5,6,0
7841,39,0,4,6,2019,2,0,6,35,1,2,3,4,5,6,0
3063,69,2,1,4,2017,1,0,6,31,1,2,3,4,5,6,0
5741,81,2,2,2,2018,3,0,6,33,1,2,3,4,5,6,0
7201,80,0,2,2,2015,1,0,6,31,1,2,3,4,5,6,0
5665,64,0,6,1,2013,2,1,6,37,1,2,3,4,5,6,0
5961,52,2,0,5,2016,0,0,6,27,1,2,3,4,5,6,0
7025,68,0,6,1,2019,1,1,6,42,1,2,3,4,5,6,0
6500,57,2,2,2,2022,3,1,6,36,1,2,3,4,5,6,0
8317,80,2,4,6,2017,0,1,6,35,1,2,3,4,5,6,0
6060,48,2,6,1,2022,3,0,6,39,1,2,3,4,5,6,0
3507,27,0,1,4,2020,2,0,6,25,1,2,3,4,5,6,0
8852,28,2,4,6,2021,3,0,6,34,1,2,3,4,5,6,0
2210,54,2,5,0,2014,2,0,6,37,1,2,3,4,5,6,0
2184,55,2,1,4,2022,1,0,6,38,1,2,3,4,5,6,0
6288,61,2,1,4,2010,3,0,6,40,1,2,3,4,5,6,0
7285,18,2,0,5,2014,1,1,6,26,1,2,3,4,5,6,0
3966,70,2,0,5,2011,1,0,6,38,1,2,3,4,5,6,0
9994,54,0,3,3,2012,1,0,6,41,1,2,3,4,5,6,0
6686,49,0,1,4,2014,3,1,6,39,1,2,3,4,5,6,0
4429,78,0,4,6,2021,0,0,6,29,1,2,3,4,5,6,0
8560,44,0,3,3,2010,0,1,6,34,1,2,3,4,5,6,0
6348,25,2,4,6,2019,0,1,6,38,1,2,3,4,5,6,0
3695,81,1,4,6,2013,3,0,6,34,1,2,3,4,5,6,0
9180,53,2,5,0,2015,1,0,6,31,1,2,3,4,5,6,0
6098,35,0,3,3,2010,2,1,6,37,1,2,3,4,5,6,0
7013,31,2,4,6,2017,3,0,6,33,1,2,3,4,5,6,0
9044,72,1,0,5,2013,2,0,6,32,1,2,3,4,5,6,0
6709,76,1,3,3,2010,0,1,6,32,1,2,3,4,5,6,0
9840,72,1,1,4,2013,3,0,6,39,1,2,3,4,5,6,0
9449,68,2,2,2,2017,1,0,6,33,1,2,3,4,5,6,0
7020,20,1,4,6,2011,2,0,6,35,1,2,3,4,5,6,0
8300,50,0,5,0,2021,3,1,6,32,1,2,3,4,5,6,0
2648,26,1,5,0,2015,2,0,6,32,1,2,3,4,5,6,0
2981,85,2,2,2,2017,1,0,6,33,1,2,3,4,5,6,0
4407,23,0,3,3,2018,3,0,6,37,1,2,3,4,5,6,0
9979,62,1,1,4,2013,2,0,6,29,1,2,3,4,5,6,0
1057,52,2,6,1,2016,1,0,6,31,1,2,3,4,5,6,0
9862,45,0,6,1,2014,1,0,6,36,1,2,3,4,5,6,0
3880,74,0,4,6,2014,3,1,6,28,1,2,3,4,5,6,0
4763,57,2,1,4,2012,3,0,6,38,1,2,3,4,5,6,0
8444,54,2,5,0,2016,3,1,6,34,1,2,3,4,5,6,0
3049,74,0,3,3,2020,0,0,6,36,1,2,3,4,5,6,0
7241,68,0,4,6,2010,3,0,6,31,1,2,3,4,5,6,0
6885,64,1,3,3,2012,0,1,6,33,1,2,3,4,5,6,0
4425,56,2,6,1,2015,0,1,6,28,1,2,3,4,5,6,0
6335,85,1,6,1,2020,3,1,6,26,1,2,3,4,5,6,0
8311,81,0,5,0,2011,3,0,6,34,1,2,3,4,5,6,0
4475,41,1,3,3,2012,3,1,6,36,1,2,3,4,5,6,0
5381,61,2,6,1,2020,1,0,6,29,1,2,3,4,5,6,0
2362,79,1,3,3,2014,0,0,6,39,1,2,3,4,5,6,0
4954,82,1,6,1,2021,2,0,6,35,1,2,3,4,5,6,0
5470,79,0,4,6,2017,1,1,6,35,1,2,3,4,5,6,0
5827,20,0,3,3,2016,1,0,6,38,1,2,3,4,5,6,0
9562,63,1,1,4,2016,2,1,6,28,1,2,3,4,5,6,0
6212,74,1,0,5,2021,2,0,6,39,1,2,3,4,5,6,0
7935,54,0,6,1,2012,2,0,6,38,1,2,3,4,5,6,0
7231,47,1,6,1,2018,3,1,6,41,1,2,3,4,5,6,0
3504,68,1,3,3,2016,0,0,6,33,1,2,3,4,5,6,0
7460,44,0,2,2,2010,1,0,6,33,1,2,3,4,5,6,0
5958,58,2,0,5,2010,1,0,6,33,1,2,3,4,5,6,0
8255,45,1,4,6,2015,0,1,6,28,1,2,3,4,5,6,0
8382,45,0,6,1,2021,2,1,6,36,1,2,3,4,5,6,0
9670,31,1,0,5,2015,3,0,6,36,1,2,3,4,5,6,0
7138,72,2,0,5,2011,3,0,6,35,1,2,3,4,5,6,0
1450,69,1,6,1,2020,3,0,6,29,1,2,3,4,5,6,0
5754,21,1,2,2,2014,2,1,6,42,1,2,3,4,5,6,0
6766,73,0,3,3,2018,0,1,6,32,1,2,3,4,5,6,0
3454,60,2,2,2,2015,0,0,6,37,1,2,3,4,5,6,0
7329,18,2,1,4,2010,3,0,6,30,1,2,3,4,5,6,0
6403,82,1,5,0,2022,3,0,6,34,1,2,3,4,5,6,0
3130,69,0,0,5,2012,2,0,6,31,1,2,3,4,5,6,0
4133,81,2,2,2,2021,1,0,6,36,1,2,3,4,5,6,0
2400,27,1,1,4,2011,1,0,6,36,1,2,3,4,5,6,0
5081,62,0,6,1,2017,2,1,6,34,1,2,3,4,5,6,0
9348,48,2,1,4,2013,2,0,6,29,1,2,3,4,5,6,0
2503,51,1,2,2,2021,0,0,6,37,1,2,3,4,5,6,0
4732,42,2,4,6,2021,2,0,6,36,1,2,3,4,5,6,0
2909,19,0,4,6,2013,3,0,6,42,1,2,3,4,5,6,0
1690,67,1,4,6,2021,0,0,6,32,1,2,3,4,5,6,0
7959,79,2,4,6,2016,3,0,6,36,1,2,3,4,5,6,0
7980,80,2,1,4,2020,1,0,6,36,1,2,3,4,5,6,0
4096,24,1,1,4,2010,0,0,6,38,1,2,3,4,5,6,0
9022,23,0,2,2,2021,2,1,6,36,1,2,3,4,5,6,0
3229,71,0,1,4,2019,0,1,6,42,1,2,3,4,5,6,0
5247,37,1,0,5,2012,2,0,6,32,1,2,3,4,5,6,0
5031,30,1,5,0,2021,1,0,6,39,1,2,3,4,5,6,0
8633,53,0,3,3,2010,0,0,6,41,1,2,3,4,5,6,0
8403,78,2,3,3,2019,0,1,6,29,1,2,3,4,5,6,0
8921,30,0,6,1,2016,0,0,6,28,1,2,3,4,5,6,0
5519,77,1,4,6,2021,2,0,6,41,1,2,3,4,5,6,0
8351,55,1,4,6,2013,1,0,6,37,1,2,3,4,5,6,0
2528,77,2,4,6,2012,2,0,6,38,1,2,3,4,5,6,0
2958,20,0,5,0,2017,2,0,6,36,1,2,3,4,5,6,0
8465,18,2,2,2,2022,0,0,6,31,1,2,3,4,5,6,0
2047,47,1,6,1,2017,0,1,6,36,1,2,3,4,5,6,0
3726,78,1,4,6,2018,1,0,6,29,1,2,3,4,5,6,0
6956,34,0,6,1,2014,0,1,6,34,1,2,3,4,5,6,0
2641,41,1,1,4,2021,0,0,6,34,1,2,3,4,5,6,0
2287,48,0,0,5,2018,3,1,6,28,1,2,3,4,5,6,0
4883,74,2,2,2,2018,0,0,6,29,1,2,3,4,5,6,0
4924,79,1,5,0,2017,3,0,6,32,1,2,3,4,5,6,0
1887,62,0,3,3,2013,2,1,6,32,1,2,3,4,5,6,0
2860,74,0,0,5,2012,2,1,6,24,1,2,3,4,5,6,0
7085,28,1,0,5,2018,1,0,6,42,1,2,3,4,5,6,0
1979,22,1,6,1,2022,2,0,6,32,1,2,3,4,5,6,0
1638,70,0,1,4,2014,2,0,6,29,1,2,3,4,5,6,0
9222,64,2,4,6,2018,2,0,6,39,1,2,3,4,5,6,0
7795,54,1,0,5,2017,3,0,6,35,1,2,3,4,5,6,0
1702,66,1,1,4,2019,3,0,6,33,1,2,3,4,5,6,0
2056,64,1,0,5,2021,1,1,6,39,1,2,3,4,5,6,0
5564,60,1,5,0,2014,0,1,6,39,1,2,3,4,5,6,0
5549,57,1,1,4,2021,1,0,6,39,1,2,3,4,5,6,0
6506,40,1,4,6,2010,2,0,6,34,1,2,3,4,5,6,0
5362,23,0,4,6,2011,3,0,6,30,1,2,3,4,5,6,0
7373,62,0,4,6,2012,1,1,6,40,1,2,3,4,5,6,0
2832,75,1,6,1,2022,3,1,6,35,1,2,3,4,5,6,0
1789,44,2,4,6,2012,0,1,6,37,1,2,3,4,5,6,0
1115,69,1,6,1,2011,1,1,6,42,1,2,3,4,5,6,0
4650,75,1,0,5,2019,0,0,6,33,1,2,3,4,5,6,0
1240,61,2,1,4,2013,1,1,6,34,1,2,3,4,5,6,0
7635,30,1,6,1,2016,1,0,6,30,1,2,3,4,5,6,0
1188,45,1,6,1,2019,0,0,6,30,1,2,3,4,5,6,0
6802,19,0,3,3,2018,0,1,6,26,1,2,3,4,5,6,0
9965,84,1,4,6,2015,1,0,6,32,1,2,3,4,5,6,0
4392,48,2,4,6,2011,2,0,6,29,1,2,3,4,5,6,0
4988,65,2,4,6,2020,3,1,6,39,1,2,3,4,5,6,0
7372,51,1,0,5,2016,3,0,6,35,1,2,3,4,5,6,0
6280,68,1,2,2,2019,3,1,6,35,1,2,3,4,5,6,0
5371,75,2,1,4,2018,1,1,6,42,1,2,3,4,5,6,0
6983,40,2,1,4,2017,3,0,6,42,1,2,3,4,5,6,0
1741,29,1,0,5,2014,0,0,6,36,1,2,3,4,5,6,0
1020,38,0,1,4,2022,1,1,6,37,1,2,3,4,5,6,0
8747,56,2,3,3,2019,3,0,6,39,1,2,3,4,5,6,0
6219,40,1,1,4,2020,3,0,6,36,1,2,3,4,5,6,0
7504,23,0,4,6,2011,2,0,6,23,1,2,3,4,5,6,0
5185,77,0,2,2,2013,2,1,6,29,1,2,3,4,5,6,0
7551,83,0,1,4,2015,1,0,6,33,1,2,3,4,5,6,0
9744,47,1,2,2,2017,1,1,6,33,1,2,3,4,5,6,0
6950,61,1,6,1,2010,1,0,6,30,1,2,3,4,5,6,0
7138,46,1,5,0,2013,2,0,6,38,1,2,3,4,5,6,0
4451,47,1,4,6,2017,1,0,6,35,1,2,3,4,5,6,0
1357,84,2,3,3,2020,1,0,6,45,1,2,3,4,5,6,0
3797,51,2,0,5,2014,3,0,6,29,1,2,3,4,5,6,0
9150,35,1,5,0,2013,1,1,6,38,1,2,3,4,5,6,0
6319,60,1,6,1,2016,0,0,6,32,1,2,3,4,5,6,0
3971,63,1,0,5,2013,0,1,6,32,1,2,3,4,5,6,0
2514,74,1,3,3,2017,0,0,6,34,1,2,3,4,5,6,0
3593,70,2,3,3,2022,1,0,6,34,1,2,3,4,5,6,0
9729,42,2,5,0,2019,3,0,6,43,1,2,3,4,5,6,0
5641,76,1,1,4,2011,1,0,6,37,1,2,3,4,5,6,0
8010,48,0,1,4,2017,3,0,6,31,1,2,3,4,5,6,0
2859,23,2,6,1,2010,1,1,6,31,1,2,3,4,5,6,0
9397,77,0,5,0,2020,0,0,6,32,1,2,3,4,5,6,0
5973,68,2,4,6,2013,2,0,6,44,1,2,3,4,5,6,0
2940,45,1,4,6,2010,0,0,6,30,1,2,3,4,5,6,0
4823,68,0,6,1,2022,2,0,6,40,1,2,3,4,5,6,0
4846,47,0,6,1,2022,1,0,6,34,1,2,3,4,5,6,0
7496,33,1,4,6,2013,1,0,6,42,1,2,3,4,5,6,0
9969,80,1,1,4,2017,0,1,6,36,1,2,3,4,5,6,0
7652,35,0,2,2,2016,0,1,6,41,1,2,3,4,5,6,0
8627,66,0,5,0,2010,1,0,6,28,1,2,3,4,5,6,0
4053,66,1,0,5,2020,0,0,6,25,1,2,3,4,5,6,0
4806,45,2,4,6,2015,3,0,6,35,1,2,3,4,5,6,0
8131,60,0,3,3,2017,2,0,6,41,1,2,3,4,5,6,0
2454,33,2,5,0,2016,0,0,6,27,1,2,3,4,5,6,0
4086,84,0,5,0,2018,1,0,6,32,1,2,3,4,5,6,0
7246,78,0,2,2,2018,1,0,6,30,1,2,3,4,5,6,0
7927,58,1,0,5,2013,1,0,6,34,1,2,3,4,5,6,0
6598,80,2,3,3,2022,0,0,6,40,1,2,3,4,5,6,0
3825,65,1,2,2,2017,2,1,6,34,1,2,3,4,5,6,0
8963,54,0,2,2,2022,1,0,6,23,1,2,3,4,5,6,0
5104,68,0,4,6,2014,0,1,6,30,1,2,3,4,5,6,0
1421,58,1,0,5,2010,0,0,6,31,1,2,3,4,5,6,0
7500,49,0,3,3,2011,3,1,6,44,1,2,3,4,5,6,0
7843,38,1,6,1,2016,2,0,6,34,1,2,3,4,5,6,0
2281,29,0,4,6,2011,3,0,6,37,1,2,3,4,5,6,0
1352,27,1,2,2,2014,3,0,6,30,1,2,3,4,5,6,0
5563,78,1,5,0,2013,1,0,6,45,1,2,3,4,5,6,0
2907,45,2,3,3,2022,3,1,6,35,1,2,3,4,5,6,0
2827,51,2,1,4,2015,0,0,6,36,1,2,3,4,5,6,0
8501,63,1,2,2,2018,3,0,6,40,1,2,3,4,5,6,0
9014,37,0,2,2,2012,1,1,6,38,1,2,3,4,5,6,0
7701,71,1,5,0,2013,0,0,6,29,1,2,3,4,5,6,0
3096,51,2,1,4,2017,3,1,6,38,1,2,3,4,5,6,0
3612,39,1,4,6,2016,3,0,6,27,1,2,3,4,5,6,0
6920,58,0,1,4,2018,0,1,6,37,1,2,3,4,5,6,0
